Number,Date,Distance,Average Speed,Vertical,Profile score,Stage type,Year,Race
24,09 June 1935,290,29.335,,,0,1935,giro-d-italia
1,16 May 1936,161,34.872,,,0,1936,giro-d-italia
2,17 May 1936,206,33.956,,,0,1936,giro-d-italia
3,18 May 1936,206,28.059,,,0,1936,giro-d-italia
4,-1,-1,-1,-1,-1,-1,1936,giro-d-italia
5,20 May 1936,220,31.696,,,0,1936,giro-d-italia
6,21 May 1936,248,31.459,,,0,1936,giro-d-italia
7,-1,-1,-1,-1,-1,-1,1936,giro-d-italia
8,23 May 1936,230,34.428,,,0,1936,giro-d-italia
9,24 May 1936,283,28.835,,,0,1936,giro-d-italia
10,-1,-1,-1,-1,-1,-1,1936,giro-d-italia
11,26 May 1936,243,29.184,,,0,1936,giro-d-italia
12,27 May 1936,204,29.835,,,0,1936,giro-d-italia
13,28 May 1936,117,31.154,,,0,1936,giro-d-italia
14,29 May 1936,20,21.739,,,5,1936,giro-d-italia
15,30 May 1936,292,31.708,,,0,1936,giro-d-italia
16,31 May 1936,139,36.419,,,0,1936,giro-d-italia
17,01 June 1936,155,31.983,,,0,1936,giro-d-italia
18,02 June 1936,106,40.896,,,0,1936,giro-d-italia
19,02 June 1936,39,39.416,,,0,1936,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1936,giro-d-italia
21,04 June 1936,183,32.485,,,0,1936,giro-d-italia
22,05 June 1936,139,30.261,,,0,1936,giro-d-italia
23,05 June 1936,100,27.376,,,0,1936,giro-d-italia
24,06 June 1936,206,28.772,,,0,1936,giro-d-italia
25,07 June 1936,248,29.446,,,0,1936,giro-d-italia
1,08 May 1937,165,37.729,,,0,1937,giro-d-italia
2,09 May 1937,148,34.532,,,0,1937,giro-d-italia
3,10 May 1937,158,32.322,,,0,1937,giro-d-italia
4,11 May 1937,186,30.316,,,0,1937,giro-d-italia
5,12 May 1937,60,43.902,,,0,1937,giro-d-italia
6,12 May 1937,114,35.994,,,0,1937,giro-d-italia
7,13 May 1937,190,33.925,,,0,1937,giro-d-italia
8,-1,-1,-1,-1,-1,-1,1937,giro-d-italia
9,15 May 1937,206,31.544,,,0,1937,giro-d-italia
10,16 May 1937,20,22.821,,,0,1937,giro-d-italia
11,16 May 1937,152,32.293,,,0,1937,giro-d-italia
12,17 May 1937,250,32.683,,,0,1937,giro-d-italia
13,-1,-1,-1,-1,-1,-1,1937,giro-d-italia
14,19 May 1937,166,32.978,,,0,1937,giro-d-italia
15,20 May 1937,186,29.138,,,0,1937,giro-d-italia
16,20 May 1937,105,31.672,,,0,1937,giro-d-italia
17,21 May 1937,258,27.486,,,0,1937,giro-d-italia
18,22 May 1937,194,29.895,,,0,1937,giro-d-italia
19,23 May 1937,178,31.06,,,0,1937,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1937,giro-d-italia
21,25 May 1937,266,33.25,,,0,1937,giro-d-italia
22,26 May 1937,227,28.294,,,0,1937,giro-d-italia
23,27 May 1937,190,28.558,,,0,1937,giro-d-italia
24,-1,-1,-1,-1,-1,-1,1937,giro-d-italia
25,29 May 1937,129,31.304,,,0,1937,giro-d-italia
26,30 May 1937,151,32.024,,,0,1937,giro-d-italia
27,30 May 1937,141,29.763,,,0,1937,giro-d-italia
1,07 May 1938,182,36.4,,,0,1938,giro-d-italia
2,08 May 1938,204,31.053,,,0,1938,giro-d-italia
3,09 May 1938,172,33.174,,,0,1938,giro-d-italia
4,10 May 1938,110,44.949,,,0,1938,giro-d-italia
5,10 May 1938,81,26.129,,,0,1938,giro-d-italia
6,-1,-1,-1,-1,-1,-1,1938,giro-d-italia
7,12 May 1938,184,34.619,,,0,1938,giro-d-italia
8,13 May 1938,168,34.325,,,0,1938,giro-d-italia
9,14 May 1938,19.8,22.657,,,0,1938,giro-d-italia
10,14 May 1938,152,33.778,,,0,1938,giro-d-italia
11,15 May 1938,234,32.753,,,0,1938,giro-d-italia
12,-1,-1,-1,-1,-1,-1,1938,giro-d-italia
13,17 May 1938,221,30.335,,,0,1938,giro-d-italia
14,18 May 1938,149,39.366,,,0,1938,giro-d-italia
15,19 May 1938,268,37.254,,,0,1938,giro-d-italia
16,-1,-1,-1,-1,-1,-1,1938,giro-d-italia
17,21 May 1938,199,35.615,,,0,1938,giro-d-italia
18,22 May 1938,207,36.529,,,0,1938,giro-d-italia
19,23 May 1938,243,29.586,,,0,1938,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1938,giro-d-italia
21,25 May 1938,254,32.053,,,0,1938,giro-d-italia
22,-1,-1,-1,-1,-1,-1,1938,giro-d-italia
23,27 May 1938,272,34.166,,,0,1938,giro-d-italia
24,28 May 1938,154,31.939,,,0,1938,giro-d-italia
25,29 May 1938,100,38.015,,,0,1938,giro-d-italia
26,29 May 1938,180,30.175,,,0,1938,giro-d-italia
1,28 April 1939,180,37.762,,,0,1939,giro-d-italia
2,29 April 1939,226.7,34.965,,,0,1939,giro-d-italia
3,30 April 1939,187,34.809,,,0,1939,giro-d-italia
4,01 May 1939,151,36.322,,,0,1939,giro-d-italia
5,02 May 1939,222,32.045,,,0,1939,giro-d-italia
6,-1,-1,-1,-1,-1,-1,1939,giro-d-italia
7,04 May 1939,85.7,38.945,,,0,1939,giro-d-italia
8,04 May 1939,14.029,,,,0,1939,giro-d-italia
9,05 May 1939,191.3,36.69,,,0,1939,giro-d-italia
10,06 May 1939,177,38.432,,,0,1939,giro-d-italia
11,07 May 1939,116.5,38.815,,,0,1939,giro-d-italia
12,08 May 1939,106.6,34.48,,,0,1939,giro-d-italia
13,09 May 1939,118,35.326,,,0,1939,giro-d-italia
14,10 May 1939,231.8,34.611,,,0,1939,giro-d-italia
15,11 May 1939,173.8,35.886,,,0,1939,giro-d-italia
16,-1,-1,-1,-1,-1,-1,1939,giro-d-italia
17,13 May 1939,39.8,42.491,,,0,1939,giro-d-italia
18,14 May 1939,195,30.246,,,0,1939,giro-d-italia
19,15 May 1939,250,30.24,,,0,1939,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1939,giro-d-italia
21,17 May 1939,166,30.391,,,0,1939,giro-d-italia
22,18 May 1939,0,34.0811,,,0,1939,giro-d-italia
1,17 May 1940,180,36.234,,,0,1940,giro-d-italia
2,18 May 1940,226,36.478,,,0,1940,giro-d-italia
3,19 May 1940,188,34.483,,,0,1940,giro-d-italia
4,20 May 1940,154,36.582,,,0,1940,giro-d-italia
5,21 May 1940,224,34.04,,,0,1940,giro-d-italia
6,-1,-1,-1,-1,-1,-1,1940,giro-d-italia
7,23 May 1940,238,33.1,,,0,1940,giro-d-italia
8,24 May 1940,178,32.177,,,0,1940,giro-d-italia
9,25 May 1940,183,33.847,,,0,1940,giro-d-italia
10,26 May 1940,183,34.022,,,0,1940,giro-d-italia
11,27 May 1940,91,34.257,,,0,1940,giro-d-italia
12,-1,-1,-1,-1,-1,-1,1940,giro-d-italia
13,29 May 1940,184,32.939,,,0,1940,giro-d-italia
14,30 May 1940,199,36.514,,,0,1940,giro-d-italia
15,31 May 1940,125,37.413,,,0,1940,giro-d-italia
16,01 June 1940,215,32.514,,,0,1940,giro-d-italia
17,02 June 1940,179,31.713,,,0,1940,giro-d-italia
18,-1,-1,-1,-1,-1,-1,1940,giro-d-italia
19,04 June 1940,202,30.56,,,0,1940,giro-d-italia
20,05 June 1940,110,28.633,,,0,1940,giro-d-italia
21,-1,-1,-1,-1,-1,-1,1940,giro-d-italia
22,07 June 1940,186,32.026,,,0,1940,giro-d-italia
23,08 June 1940,149,29.983,,,0,1940,giro-d-italia
24,09 June 1940,180,31.049,,,0,1940,giro-d-italia
1,15 June 1946,185,,,,0,1946,giro-d-italia
2,16 June 1946,190,,,,0,1946,giro-d-italia
3,17 June 1946,222,,,,0,1946,giro-d-italia
4,18 June 1946,40,,,,0,1946,giro-d-italia
5,18 June 1946,112,,,,0,1946,giro-d-italia
6,19 June 1946,80,,,,0,1946,giro-d-italia
7,19 June 1946,128,,,,0,1946,giro-d-italia
8,-1,-1,-1,-1,-1,-1,1946,giro-d-italia
9,21 June 1946,170,,,,0,1946,giro-d-italia
10,22 June 1946,244,,,,0,1946,giro-d-italia
11,-1,-1,-1,-1,-1,-1,1946,giro-d-italia
12,24 June 1946,226,,,,0,1946,giro-d-italia
13,25 June 1946,191,34.26,,,0,1946,giro-d-italia
14,26 June 1946,165,,,,0,1946,giro-d-italia
15,27 June 1946,245,,,,0,1946,giro-d-italia
16,28 June 1946,139,,,,0,1946,giro-d-italia
17,-1,-1,-1,-1,-1,-1,1946,giro-d-italia
18,30 June 1946,125,,,,0,1946,giro-d-italia
19,01 July 1946,203,,,,0,1946,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1946,giro-d-italia
21,03 July 1946,186,,,,0,1946,giro-d-italia
22,04 July 1946,72,,,,0,1946,giro-d-italia
23,04 July 1946,90,,,,0,1946,giro-d-italia
24,-1,-1,-1,-1,-1,-1,1946,giro-d-italia
25,06 July 1946,0,33.369,,,0,1946,giro-d-italia
1,24 May 1947,190,,,,0,1947,giro-d-italia
2,25 May 1947,206,,,,0,1947,giro-d-italia
3,26 May 1947,220,,,,0,1947,giro-d-italia
4,27 May 1947,190,,,,0,1947,giro-d-italia
5,28 May 1947,84,40.58,,,0,1947,giro-d-italia
6,28 May 1947,141,,,,0,1947,giro-d-italia
7,-1,-1,-1,-1,-1,-1,1947,giro-d-italia
8,30 May 1947,161,,,,0,1947,giro-d-italia
9,31 May 1947,240,,,,0,1947,giro-d-italia
10,01 June 1947,231,,,,0,1947,giro-d-italia
11,-1,-1,-1,-1,-1,-1,1947,giro-d-italia
12,03 June 1947,288,,,,0,1947,giro-d-italia
13,04 June 1947,129,,,,0,1947,giro-d-italia
14,05 June 1947,223,,,,0,1947,giro-d-italia
15,-1,-1,-1,-1,-1,-1,1947,giro-d-italia
16,07 June 1947,267,,,,0,1947,giro-d-italia
17,08 June 1947,175,,,,0,1947,giro-d-italia
18,09 June 1947,132,,,,0,1947,giro-d-italia
19,10 June 1947,200,,,,0,1947,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1947,giro-d-italia
21,12 June 1947,194,,,,0,1947,giro-d-italia
22,13 June 1947,114,,,,0,1947,giro-d-italia
23,14 June 1947,180,,,,0,1947,giro-d-italia
24,15 June 1947,0,33.153,,,0,1947,giro-d-italia
1,15 May 1948,190,39.075,,,0,1948,giro-d-italia
2,16 May 1948,226,,,,0,1948,giro-d-italia
3,17 May 1948,243,,,,0,1948,giro-d-italia
4,18 May 1948,266,,,,0,1948,giro-d-italia
5,-1,-1,-1,-1,-1,-1,1948,giro-d-italia
6,20 May 1948,165,,,,0,1948,giro-d-italia
7,21 May 1948,240,,,,0,1948,giro-d-italia
8,22 May 1948,230,,,,0,1948,giro-d-italia
9,23 May 1948,347,,,,0,1948,giro-d-italia
10,-1,-1,-1,-1,-1,-1,1948,giro-d-italia
11,25 May 1948,306,,,,0,1948,giro-d-italia
12,26 May 1948,187,,,,0,1948,giro-d-italia
13,27 May 1948,265,,,,0,1948,giro-d-italia
14,-1,-1,-1,-1,-1,-1,1948,giro-d-italia
15,29 May 1948,169,,,,0,1948,giro-d-italia
16,30 May 1948,194,,,,0,1948,giro-d-italia
17,31 May 1948,278,,,,0,1948,giro-d-italia
18,01 June 1948,125,,,,0,1948,giro-d-italia
19,-1,-1,-1,-1,-1,-1,1948,giro-d-italia
20,03 June 1948,90,,,,0,1948,giro-d-italia
21,04 June 1948,160,,,,0,1948,giro-d-italia
22,05 June 1948,239,,,,0,1948,giro-d-italia
23,06 June 1948,0,33.166,,,0,1948,giro-d-italia
1,21 May 1949,261,,,,0,1949,giro-d-italia
2,22 May 1949,163,,,,0,1949,giro-d-italia
3,23 May 1949,214,,,,0,1949,giro-d-italia
4,24 May 1949,292,,,,0,1949,giro-d-italia
5,-1,-1,-1,-1,-1,-1,1949,giro-d-italia
6,26 May 1949,161,,,,0,1949,giro-d-italia
7,27 May 1949,233,,,,0,1949,giro-d-italia
8,28 May 1949,298,,,,0,1949,giro-d-italia
9,29 May 1949,273,,,,0,1949,giro-d-italia
10,-1,-1,-1,-1,-1,-1,1949,giro-d-italia
11,31 May 1949,249,,,,0,1949,giro-d-italia
12,01 June 1949,294,,,,0,1949,giro-d-italia
13,02 June 1949,237,28.81,,,0,1949,giro-d-italia
14,-1,-1,-1,-1,-1,-1,1949,giro-d-italia
15,04 June 1949,253,,,,0,1949,giro-d-italia
16,05 June 1949,160,,,,0,1949,giro-d-italia
17,06 June 1949,228,,,,0,1949,giro-d-italia
18,07 June 1949,136,35.442,,,0,1949,giro-d-italia
19,08 June 1949,190,,,,0,1949,giro-d-italia
20,09 June 1949,254,,5781,192,0,1949,giro-d-italia
21,-1,-1,-1,-1,-1,-1,1949,giro-d-italia
22,11 June 1949,65,,,,0,1949,giro-d-italia
23,12 June 1949,267,,,,0,1949,giro-d-italia
1,24 May 1950,225,,,,0,1950,giro-d-italia
2,25 May 1950,245,,,,0,1950,giro-d-italia
3,26 May 1950,148,,,,0,1950,giro-d-italia
4,27 May 1950,216,,,,0,1950,giro-d-italia
5,28 May 1950,245,,,,0,1950,giro-d-italia
6,29 May 1950,220,,,,0,1950,giro-d-italia
7,-1,-1,-1,-1,-1,-1,1950,giro-d-italia
8,31 May 1950,293,,,,0,1950,giro-d-italia
9,01 June 1950,214,,,,0,1950,giro-d-italia
10,02 June 1950,271,,,,0,1950,giro-d-italia
11,-1,-1,-1,-1,-1,-1,1950,giro-d-italia
12,04 June 1950,291,,,,0,1950,giro-d-italia
13,05 June 1950,251,,,,0,1950,giro-d-italia
14,06 June 1950,144,,,,0,1950,giro-d-italia
15,07 June 1950,244,,,,0,1950,giro-d-italia
16,08 June 1950,185,,,,0,1950,giro-d-italia
17,-1,-1,-1,-1,-1,-1,1950,giro-d-italia
18,10 June 1950,185,,,,0,1950,giro-d-italia
19,11 June 1950,203,,,,0,1950,giro-d-italia
20,12 June 1950,167,,,,0,1950,giro-d-italia
21,13 June 1950,0,33.816,,,0,1950,giro-d-italia
1,19 May 1951,202,,,,0,1951,giro-d-italia
2,20 May 1951,202,,,,0,1951,giro-d-italia
3,21 May 1951,252,,,,0,1951,giro-d-italia
4,22 May 1951,252,,,,0,1951,giro-d-italia
5,23 May 1951,192,,,,0,1951,giro-d-italia
6,-1,-1,-1,-1,-1,-1,1951,giro-d-italia
7,25 May 1951,83,,,,0,1951,giro-d-italia
8,26 May 1951,273,,,,0,1951,giro-d-italia
9,27 May 1951,234,,,,0,1951,giro-d-italia
10,28 May 1951,181,,,,0,1951,giro-d-italia
11,29 May 1951,311,,,,0,1951,giro-d-italia
12,-1,-1,-1,-1,-1,-1,1951,giro-d-italia
13,31 May 1951,246,,,,0,1951,giro-d-italia
14,01 June 1951,24,,,,0,1951,giro-d-italia
15,02 June 1951,249,,,,0,1951,giro-d-italia
16,03 June 1951,220,,,,0,1951,giro-d-italia
17,04 June 1951,188,,,,0,1951,giro-d-italia
18,05 June 1951,176,,,,0,1951,giro-d-italia
19,-1,-1,-1,-1,-1,-1,1951,giro-d-italia
20,07 June 1951,255,,,,0,1951,giro-d-italia
21,08 June 1951,244,,,,0,1951,giro-d-italia
22,09 June 1951,165,,,,0,1951,giro-d-italia
23,10 June 1951,0,34.217,,,0,1951,giro-d-italia
1,17 May 1952,217,,,,0,1952,giro-d-italia
2,18 May 1952,197,34.173,,,0,1952,giro-d-italia
3,19 May 1952,205,,,,0,1952,giro-d-italia
4,20 May 1952,250,,,,0,1952,giro-d-italia
5,-1,-1,-1,-1,-1,-1,1952,giro-d-italia
6,22 May 1952,35,,,,0,1952,giro-d-italia
7,23 May 1952,234,,,,0,1952,giro-d-italia
8,24 May 1952,149,,,,0,1952,giro-d-italia
9,25 May 1952,224,,,,0,1952,giro-d-italia
10,26 May 1952,250,,,,0,1952,giro-d-italia
11,27 May 1952,285,,,,0,1952,giro-d-italia
12,-1,-1,-1,-1,-1,-1,1952,giro-d-italia
13,29 May 1952,276,,,,0,1952,giro-d-italia
14,30 May 1952,226,,,,0,1952,giro-d-italia
15,31 May 1952,143,,,,0,1952,giro-d-italia
16,01 June 1952,65,,,,0,1952,giro-d-italia
17,02 June 1952,247,,,,0,1952,giro-d-italia
18,03 June 1952,141,,,,0,1952,giro-d-italia
19,-1,-1,-1,-1,-1,-1,1952,giro-d-italia
20,05 June 1952,190,,,,0,1952,giro-d-italia
21,06 June 1952,190,,,,0,1952,giro-d-italia
22,07 June 1952,298,,,,0,1952,giro-d-italia
23,08 June 1952,0,34.56,,,0,1952,giro-d-italia
1,12 May 1953,263,39.73,,,0,1953,giro-d-italia
2,13 May 1953,278,35.64,,,0,1953,giro-d-italia
3,14 May 1953,182,35.99,,,0,1953,giro-d-italia
4,15 May 1953,171,31.8,,,0,1953,giro-d-italia
5,16 May 1953,149,37.05,,,0,1953,giro-d-italia
6,17 May 1953,285,34.59,,,0,1953,giro-d-italia
7,18 May 1953,178,34.06,,,0,1953,giro-d-italia
8,18 May 1953,48.5,40.407,,,0,1953,giro-d-italia
9,-1,-1,-1,-1,-1,-1,1953,giro-d-italia
10,20 May 1953,114,38.1,,,0,1953,giro-d-italia
11,21 May 1953,189,36.575,,,0,1953,giro-d-italia
12,22 May 1953,30,47.682,,,0,1953,giro-d-italia
13,23 May 1953,278,32.489,,,0,1953,giro-d-italia
14,24 May 1953,256,29.82,,,0,1953,giro-d-italia
15,25 May 1953,242,34.079,,,0,1953,giro-d-italia
16,26 May 1953,232,37.539,,,0,1953,giro-d-italia
17,-1,-1,-1,-1,-1,-1,1953,giro-d-italia
18,28 May 1953,279,32.515,,,0,1953,giro-d-italia
19,29 May 1953,166,36.315,,,0,1953,giro-d-italia
20,30 May 1953,186,34.739,,,0,1953,giro-d-italia
21,31 May 1953,164,30.8,,,0,1953,giro-d-italia
22,01 June 1953,125,25.726,,,0,1953,giro-d-italia
23,02 June 1953,0,34.02,,,0,1953,giro-d-italia
1,21 May 1954,36,14.31,,,0,1954,giro-d-italia
2,22 May 1954,280,34.404,,,0,1954,giro-d-italia
3,23 May 1954,172,32.243,,,0,1954,giro-d-italia
4,24 May 1954,352,30.604,,,0,1954,giro-d-italia
5,-1,-1,-1,-1,-1,-1,1954,giro-d-italia
6,26 May 1954,279,35.963,,,0,1954,giro-d-italia
7,27 May 1954,252,35.507,,,0,1954,giro-d-italia
8,28 May 1954,150,40.785,,,0,1954,giro-d-italia
9,29 May 1954,195,32.837,,,0,1954,giro-d-italia
10,30 May 1954,180,35.187,,,0,1954,giro-d-italia
11,31 May 1954,211,33.723,,,0,1954,giro-d-italia
12,01 June 1954,230,32.534,,,0,1954,giro-d-italia
13,02 June 1954,251,36.355,,,0,1954,giro-d-italia
14,03 June 1954,211,37.908,,,0,1954,giro-d-italia
15,04 June 1954,240,36.571,,,0,1954,giro-d-italia
16,-1,-1,-1,-1,-1,-1,1954,giro-d-italia
17,06 June 1954,42,45.68,,,0,1954,giro-d-italia
18,07 June 1954,131,35.59,,,0,1954,giro-d-italia
19,08 June 1954,105,39.301,,,0,1954,giro-d-italia
20,09 June 1954,236,50.874,,,0,1954,giro-d-italia
21,10 June 1954,247,33.479,,,0,1954,giro-d-italia
22,11 June 1954,152,32.007,,,0,1954,giro-d-italia
23,12 June 1954,222,23.577,,,0,1954,giro-d-italia
24,13 June 1954,0,33.563,,,0,1954,giro-d-italia
1,14 May 1955,163,42.292,,,0,1955,giro-d-italia
2,15 May 1955,243,34.294,,,0,1955,giro-d-italia
3,16 May 1955,123,43.335,,,0,1955,giro-d-italia
4,17 May 1955,192,36.998,,,0,1955,giro-d-italia
5,18 May 1955,170,38.537,,,0,1955,giro-d-italia
6,19 May 1955,18.4,46.648,,,0,1955,giro-d-italia
7,20 May 1955,164,,,,0,1955,giro-d-italia
8,-1,-1,-1,-1,-1,-1,1955,giro-d-italia
9,22 May 1955,260,35.392,,,0,1955,giro-d-italia
10,23 May 1955,174,37.171,,,0,1955,giro-d-italia
11,24 May 1955,207,33.503,,,0,1955,giro-d-italia
12,25 May 1955,242,32.384,,,0,1955,giro-d-italia
13,26 May 1955,216,31.941,,,0,1955,giro-d-italia
14,27 May 1955,251,37.036,,,0,1955,giro-d-italia
15,28 May 1955,173,40.059,,,0,1955,giro-d-italia
16,29 May 1955,50,44.455,,,0,1955,giro-d-italia
17,30 May 1955,245,36.241,,,0,1955,giro-d-italia
18,31 May 1955,150,33.302,,,0,1955,giro-d-italia
19,-1,-1,-1,-1,-1,-1,1955,giro-d-italia
20,02 June 1955,246,33.052,,,0,1955,giro-d-italia
21,03 June 1955,227,29.979,,,0,1955,giro-d-italia
22,04 June 1955,216,37.773,,,0,1955,giro-d-italia
23,05 June 1955,0,35.55,,,0,1955,giro-d-italia
1,19 May 1956,210,38.116,,,0,1956,giro-d-italia
2,20 May 1956,96,38.632,,,0,1956,giro-d-italia
3,20 May 1956,12,14.63,,,0,1956,giro-d-italia
4,21 May 1956,152,36.081,,,0,1956,giro-d-italia
5,22 May 1956,198,41.937,,,0,1956,giro-d-italia
6,23 May 1956,228,34.537,,,0,1956,giro-d-italia
7,23 May 1956,13,37.291,,,0,1956,giro-d-italia
8,24 May 1956,245,34.647,,,1,1956,giro-d-italia
9,25 May 1956,205,30.972,,,0,1956,giro-d-italia
10,26 May 1956,156,37.428,,,0,1956,giro-d-italia
11,-1,-1,-1,-1,-1,-1,1956,giro-d-italia
12,28 May 1956,198,40.199,,,0,1956,giro-d-italia
13,28 May 1956,0,,,,0,1956,giro-d-italia
14,29 May 1956,230,34.323,,,0,1956,giro-d-italia
15,-1,-1,-1,-1,-1,-1,1956,giro-d-italia
16,31 May 1956,54,45.22,,,0,1956,giro-d-italia
17,01 June 1956,168,37.758,,,0,1956,giro-d-italia
18,02 June 1956,2.45,21.202,,,5,1956,giro-d-italia
19,03 June 1956,271,34.732,,,0,1956,giro-d-italia
20,04 June 1956,278,31.24,,,0,1956,giro-d-italia
21,05 June 1956,98,41.428,,,0,1956,giro-d-italia
22,-1,-1,-1,-1,-1,-1,1956,giro-d-italia
23,07 June 1956,163,32.189,,,0,1956,giro-d-italia
24,08 June 1956,242,26.522,,,5,1956,giro-d-italia
25,09 June 1956,191,39.075,,,0,1956,giro-d-italia
26,10 June 1956,0,34.677,,,0,1956,giro-d-italia
1,18 May 1957,191,44.763,,,1,1957,giro-d-italia
2,19 May 1957,28,30.508,,,5,1957,giro-d-italia
3,20 May 1957,169,45.379,,,1,1957,giro-d-italia
4,21 May 1957,190,41.884,,,1,1957,giro-d-italia
5,22 May 1957,235,39.31,,,1,1957,giro-d-italia
6,23 May 1957,175,39.186,,,2,1957,giro-d-italia
7,24 May 1957,221,38.563,,,2,1957,giro-d-italia
8,25 May 1957,250,37.19,,,2,1957,giro-d-italia
9,26 May 1957,220,36.419,,,2,1957,giro-d-italia
10,27 May 1957,227,34.487,,,3,1957,giro-d-italia
11,28 May 1957,230,38.795,,,2,1957,giro-d-italia
12,-1,-1,-1,-1,-1,-1,1957,giro-d-italia
13,30 May 1957,58,43.627,,,0,1957,giro-d-italia
14,31 May 1957,163,,,,2,1957,giro-d-italia
15,01 June 1957,235,36.623,,,3,1957,giro-d-italia
16,02 June 1957,134,36.551,,,4,1957,giro-d-italia
17,03 June 1957,229,33.239,,,3,1957,giro-d-italia
18,04 June 1957,82,44.68,,,1,1957,giro-d-italia
19,04 June 1957,34,39.792,,,1,1957,giro-d-italia
20,-1,-1,-1,-1,-1,-1,1957,giro-d-italia
21,06 June 1957,242,38.706,,,3,1957,giro-d-italia
22,07 June 1957,199,31.937,,,2,1957,giro-d-italia
23,08 June 1957,157,35.852,,,2,1957,giro-d-italia
24,09 June 1957,0,37.488,,,0,1957,giro-d-italia
1,18 May 1958,178,,,,0,1958,giro-d-italia
2,19 May 1958,26,44.914,,,0,1958,giro-d-italia
3,20 May 1958,187,40.098,,,0,1958,giro-d-italia
4,21 May 1958,132,41.942,,,0,1958,giro-d-italia
5,22 May 1958,193,37.922,,,0,1958,giro-d-italia
6,23 May 1958,258,35.62,,,0,1958,giro-d-italia
7,24 May 1958,115,38.965,,,0,1958,giro-d-italia
8,-1,-1,-1,-1,-1,-1,1958,giro-d-italia
9,26 May 1958,59,45.934,,,0,1958,giro-d-italia
10,27 May 1958,215,35.124,,,0,1958,giro-d-italia
11,28 May 1958,155,40.843,,,0,1958,giro-d-italia
12,29 May 1958,225,34.687,,,0,1958,giro-d-italia
13,30 May 1958,211,37.785,,,0,1958,giro-d-italia
14,31 May 1958,192,34.122,,,0,1958,giro-d-italia
15,01 June 1958,12,30.231,,,0,1958,giro-d-italia
16,02 June 1958,249,33.982,,,0,1958,giro-d-italia
17,03 June 1958,200,37.184,,,0,1958,giro-d-italia
18,-1,-1,-1,-1,-1,-1,1958,giro-d-italia
19,05 June 1958,198,32.6,,,0,1958,giro-d-italia
20,06 June 1958,183,32.312,,,0,1958,giro-d-italia
21,07 June 1958,176,35.06,,,0,1958,giro-d-italia
22,08 June 1958,0,36.274,,,0,1958,giro-d-italia
1,16 May 1959,135,45.306,,,0,1959,giro-d-italia
2,17 May 1959,22,47.539,,,0,1959,giro-d-italia
3,18 May 1959,180,,,,0,1959,giro-d-italia
4,19 May 1959,178,,,,0,1959,giro-d-italia
5,20 May 1959,243,,,,0,1959,giro-d-italia
6,21 May 1959,213,,,,0,1959,giro-d-italia
7,22 May 1959,8,21.083,,,0,1959,giro-d-italia
8,23 May 1959,31,,,,0,1959,giro-d-italia
9,24 May 1959,206,,,,0,1959,giro-d-italia
10,25 May 1959,148,,,,0,1959,giro-d-italia
11,26 May 1959,245,37.763,,,0,1959,giro-d-italia
12,-1,-1,-1,-1,-1,-1,1959,giro-d-italia
13,28 May 1959,141,37.092,,,0,1959,giro-d-italia
14,29 May 1959,228,,,,0,1959,giro-d-italia
15,30 May 1959,143,34.667,,,0,1959,giro-d-italia
16,31 May 1959,198,29.621,,,0,1959,giro-d-italia
17,01 June 1959,245,,,,0,1959,giro-d-italia
18,02 June 1959,241,,,,0,1959,giro-d-italia
19,03 June 1959,180,,,,0,1959,giro-d-italia
20,04 June 1959,51,,,,0,1959,giro-d-italia
21,05 June 1959,100,44.439,,,0,1959,giro-d-italia
22,06 June 1959,296,31.004,,,0,1959,giro-d-italia
23,07 June 1959,0,35.909,,,0,1959,giro-d-italia
1,19 May 1960,212,35.112,,,1,1960,giro-d-italia
2,20 May 1960,25,38.429,,,2,1960,giro-d-italia
3,21 May 1960,186,34.902,,,2,1960,giro-d-italia
4,22 May 1960,192,38.636,,,1,1960,giro-d-italia
5,23 May 1960,218,31.372,,,4,1960,giro-d-italia
6,24 May 1960,230,35.994,,,1,1960,giro-d-italia
7,25 May 1960,5,46.154,,,1,1960,giro-d-italia
8,25 May 1960,81,42.588,,,2,1960,giro-d-italia
9,26 May 1960,206,,,,1,1960,giro-d-italia
10,27 May 1960,93,40.864,,,1,1960,giro-d-italia
11,27 May 1960,2,24.828,,,3,1960,giro-d-italia
12,28 May 1960,171,35.918,,,2,1960,giro-d-italia
13,29 May 1960,180,39.154,,,1,1960,giro-d-italia
14,30 May 1960,176,34.642,,,5,1960,giro-d-italia
15,31 May 1960,225,38.103,,,1,1960,giro-d-italia
16,01 June 1960,68,45.359,,,1,1960,giro-d-italia
17,-1,-1,-1,-1,-1,-1,1960,giro-d-italia
18,03 June 1960,150,43.845,,,1,1960,giro-d-italia
19,04 June 1960,110,41.002,,,1,1960,giro-d-italia
20,05 June 1960,147,43.228,,,1,1960,giro-d-italia
21,06 June 1960,240,38.88,,,1,1960,giro-d-italia
22,07 June 1960,110,41.075,,,1,1960,giro-d-italia
23,08 June 1960,229,31.164,,,4,1960,giro-d-italia
24,09 June 1960,0,39.2712,,,0,1960,giro-d-italia
